"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436104.296","4588158.14","436012.314","4587957.149","2.23404","41.440639","METRO (L2) - GORG-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431041.732","4587824.472","430949.796","4587623.486","2.173484","41.437215","METRO (L4) - LLUCMAJOR-",8,48,"Nou Barris","la Guineueta",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428399.069","4586505.078","428307.157","4586304.105","2.142012","41.4251","METRO (L3, L5) - VALL D'HEBRON (Pg. de la Vall d'Hebron)-",7,40,"Horta-Guinardó","Montbau",,
"K011","Transports i serveis relacionats","Tramvia","433089.866","4584362.195","432997.91","4584161.24","2.198381","41.406205","TRAMVIA (T4) - PERE IV-",10,71,"Sant Martí","Provençals del Poblenou",,
"K010","Transports i serveis relacionats","Telefèric","430130.395","4580232.303","430038.466","4580031.387","2.163454","41.368756","Telefèric de Montjuïc - Parc de Montjuïc-",3,11,"Sants-Montjuïc","el Poble-sec",,
"K009","Transports i serveis relacionats","Funicular","425351.807","4585301.256","425259.923","4585100.295","2.105697","41.41398","Funicular VALLVIDRERA - superior-",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K009","Transports i serveis relacionats","Funicular","430120.327","4580228.474","430028.398","4580027.558","2.163334","41.368721","Funicular MONTJUÏC - superior-",3,11,"Sants-Montjuïc","el Poble-sec",,
"K008","Transports i serveis relacionats","Estació marítima","431291.129","4580565.436","431199.189","4580364.517","2.177294","41.371857","Estació Marítima TRASMEDITERRÁNEA-",,,,,,
"K003","Transports i serveis relacionats","RENFE","431541.771","4582779.212","431449.829","4582578.272","2.18004","41.391817","RENFE - ARC DE TRIOMF-",2,5,"Eixample","el Fort Pienc",,
"K003","Transports i serveis relacionats","RENFE","431616.688","4591556.12","431524.748","4591355.099","2.179942","41.470873","RENFE - MONTCADA BIFURCACIÓ-",,,,,,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428169.942","4584324.675","428078.032","4584123.722","2.139529","41.405442","FGC - EL PUTXET-",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","429242.29","4583714.245","429150.37","4583513.297","2.152429","41.400039","FGC - GRÀCIA (Pl. de Gal·la Placídia)-",6,31,"Gràcia","la Vila de Gràcia",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428454.596","4584099.555","428362.683","4583898.604","2.142961","41.40344","FGC - PADUA-",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","423696.607","4578548.962","423604.736","4578348.064","2.086746","41.353011","FGC - ALMEDA-",,,,,,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","426274.529","4578783.125","426182.635","4578582.224","2.117531","41.35536","FGC - GORNAL-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428617.524","4587116.628","428525.611","4586915.649","2.144554","41.430627","METRO (L3) - MONTBAU (Jardins de Pedro Muñoz Seca)-",7,40,"Horta-Guinardó","Montbau",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428285.801","4585713.839","428193.89","4585512.873","2.140751","41.417963","METRO (L3) - PENITENTS-",6,28,"Gràcia","Vallcarca i els Penitents",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425097.115","4579065.424","425005.232","4578864.521","2.103422","41.357794","FGC (L8) - L'HOSPITALET:AV. CARRILET-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425688.116","4578238.041","425596.227","4578037.145","2.110588","41.350397","METRO (L1) - BELLVITGE-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433289.162","4589227.687","433197.206","4589026.687","2.200227","41.450043","METRO (L1) - BARÓ DE VIVER-",9,57,"Sant Andreu","la Trinitat Vella",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426202.61","4580269.674","426110.717","4580068.759","2.11649","41.368742","METRO (L1) - TORRASSA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426267.191","4580203.705","426175.297","4580002.791","2.11727","41.368154","METRO (L1) - TORRASSA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430497.33","4580899.359","430405.397","4580698.437","2.167765","41.374796","METRO (L2) - PARAL·LEL (C. d'en Fontrodona)-",3,11,"Sants-Montjuïc","el Poble-sec",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428939.52","4586152.68","428847.603","4585951.71","2.148521","41.421974","METRO (L5) - EL COLL / LA TEIXONERA-",7,38,"Horta-Guinardó","la Teixonera",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428351.617","4586501.846","428259.706","4586300.873","2.141445","41.425067","METRO (L5) - VALL D'HEBRÓN-",7,39,"Horta-Guinardó","Sant Genís dels Agudells",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425469.107","4580862.621","425377.221","4580661.701","2.107647","41.374015","METRO (L5) - PUBILLA CASES-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430599.832","4583695.669","430507.899","4583494.721","2.168669","41.39999","METRO (L4) - VERDAGUER (Pg. de Sant Joan)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430398.404","4583551.737","430306.473","4583350.79","2.166277","41.398676","METRO (L5) - VERDAGUER (C. de Girona)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427760.971","4581003.263","427669.064","4580802.341","2.135034","41.375491","METRO (L5) - PLAÇA DE SANTS (Pl. de Sants)-",3,18,"Sants-Montjuïc","Sants",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","423696.607","4578548.962","423604.736","4578348.064","2.086746","41.353011","FGC (L8) - ALMEDA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430560.33","4582534.999","430468.397","4582334.062","2.16833","41.389533","METRO (L2) - PASSEIG DE GRÀCIA-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431735.772","4584493.254","431643.829","4584292.298","2.182167","41.407271","METRO (L2) - ENCANTS (C. del Dos de Maig)-",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432797.612","4589112.846","432705.661","4588911.847","2.194356","41.448967","METRO (L1) - TRINITAT VELLA (Parc de la Trinitat)-",9,57,"Sant Andreu","la Trinitat Vella",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432488.006","4588584.56","432396.057","4588383.566","2.190709","41.444183","METRO (L1) - TORRAS I BAGES (Pg. de Torras i Bages)-",9,60,"Sant Andreu","Sant Andreu",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434679.874","4585020.545","434587.904","4584819.584","2.217331","41.412265","METRO (L4) - EL MARESME-FÒRUM (Rambla Prim)-",10,70,"Sant Martí","el Besòs i el Maresme",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434649.32","4584987.232","434557.35","4584786.271","2.216969","41.411963","METRO (L4) - EL MARESME-FÒRUM-",10,70,"Sant Martí","el Besòs i el Maresme",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428304.517","4585683.412","428212.606","4585482.446","2.140978","41.417691","METRO (L3) - PENITENTS (Av. de l'Hospital Militar)-",6,28,"Gràcia","Vallcarca i els Penitents",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429109.564","4582493.498","429017.645","4582292.562","2.150984","41.389033","METRO (L5) - HOSPITAL CLÍNIC-",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432637.469","4582368.418","432545.517","4582167.482","2.193191","41.38821","METRO (L4) - CIUTADELLA - VILA OLÍMPICA (C. Ramon Trias Fargas)-",10,67,"Sant Martí","la Vila Olímpica del Poblenou",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431655.679","4585329.767","431563.737","4585128.804","2.181114","41.414798","METRO (L5) - CAMP DE L'ARPA (Pg. de Maragall)-",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433005.512","4583565.93","432913.557","4583364.983","2.19746","41.399026","METRO (L4) - LLACUNA (C. de la Ciutat de Granada)-",10,68,"Sant Martí","el Poblenou",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434545.318","4585326.183","434453.349","4585125.219","2.215688","41.415007","METRO (L4) - BESÒS MAR-",10,70,"Sant Martí","el Besòs i el Maresme",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436517.561","4588587.361","436425.575","4588386.366","2.238942","41.444538","METRO (L2) - PEP VENTURA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429846.947","4583272.096","429755.021","4583071.152","2.159713","41.39611","METRO (L3) - DIAGONAL (Pl. Joan Carles I)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434054.745","4587028.558","433962.781","4586827.578","2.209632","41.430299","METRO (L2) - VERNEDA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431150.883","4581101.463","431058.944","4580900.539","2.175556","41.376673","METRO (L3) - DRASSANES (C. de Montserrat)-",1,1,"Ciutat Vella","el Raval",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430909.649","4590659.621","430817.715","4590458.609","2.171578","41.462738","METRO (L11) - CAN CUIÀS-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428454.596","4584099.555","428362.683","4583898.604","2.142961","41.40344","FGC (L7) - PADUA-",5,27,"Sarrià-Sant Gervasi","el Putxet i el Farró",,
"K011","Transports i serveis relacionats","Tramvia","427523.068","4585500.007","427431.164","4585299.043","2.13165","41.415969","TRAMVIA BLAU - PL. DR. ANDREU-",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428114.553","4580193.355","428022.642","4579992.44","2.139358","41.368228","FGC - MAGÒRIA-LA CAMPANA-",3,16,"Sants-Montjuïc","la Bordeta",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","427464.321","4579393.075","427372.416","4579192.168","2.13168","41.360962","FGC - ILDEFONS CERDÀ-",,,,,,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428896.762","4580887.245","428804.844","4580686.324","2.148628","41.374547","FGC - ESPANYA-",3,11,"Sants-Montjuïc","el Poble-sec",,
"K011","Transports i serveis relacionats","Tramvia","427688.76","4585403.446","427596.855","4585202.483","2.133644","41.415114","TRAMVIA BLAU - AV. TIBIDABO (Dr. Ribas Perdigó-Josep Garí)-",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K011","Transports i serveis relacionats","Tramvia","421550.015","4581544.631","421458.165","4581343.706","2.0607","41.379784","TRAMVIA (línia T3) - TORREBLANCA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431157.8","4587049.66","431065.863","4586848.681","2.174962","41.430246","METRO (L5) - VIRREI AMAT (Pg. de Fabra i Puig)-",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430095.306","4581387.718","430003.377","4581186.792","2.162901","41.37916","METRO (L2) - SANT ANTONI (C. Comte d'Urgell)-",2,10,"Eixample","Sant Antoni",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425355.408","4577568.828","425263.522","4577367.938","2.106694","41.344339","METRO (L1) - HOSPITAL DE BELLVITGE-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433869.724","4589377.931","433777.763","4589176.93","2.207161","41.451444","METRO (L1) - SANTA COLOMA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431928.108","4586903.24","431836.164","4586702.262","2.184196","41.428993","METRO (L1) - FABRA I PUIG (C. de Concepción Arenal)-",9,60,"Sant Andreu","Sant Andreu",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432172.161","4586179.093","432080.214","4585978.122","2.187198","41.422492","METRO (L1) - LA SAGRERA-",9,61,"Sant Andreu","la Sagrera",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429275.957","4583997.944","429184.037","4583796.994","2.152798","41.402597","METRO (L3) - FONTANA (C. Gran de Gràcia)-",6,31,"Gràcia","la Vila de Gràcia",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429277.006","4583964.626","429185.086","4583763.676","2.152815","41.402297","METRO (L3) - FONTANA-",6,31,"Gràcia","la Vila de Gràcia",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430482.107","4580932.278","430390.175","4580731.356","2.167579","41.375091","METRO (L2) - PARAL·LEL-",2,10,"Eixample","Sant Antoni",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430512.569","4582507.765","430420.637","4582306.828","2.167762","41.389284","METRO (L2) - PASSEIG DE GRÀCIA (Gv. Corts Catalanes)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432484.109","4587823.048","432392.16","4587622.061","2.190747","41.437324","METRO (L1) - SANT ANDREU-",9,60,"Sant Andreu","Sant Andreu",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431150.028","4586992.614","431058.091","4586791.635","2.174875","41.429732","METRO (L5) - VIRREI AMAT-",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430972.208","4584110.848","430880.272","4583909.896","2.173076","41.403762","METRO (L5) - SAGRADA FAMÍLIA (C. de Sardenya)-",2,6,"Eixample","la Sagrada Família",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428050.33","4581006.118","427958.42","4580805.196","2.138493","41.375542","METRO (L1) - PLAÇA DE SANTS-",3,18,"Sants-Montjuïc","Sants",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432514.376","4587876.28","432422.427","4587675.293","2.191104","41.437806","METRO (L1) - SANT ANDREU (C. de Joan Torres)-",9,60,"Sant Andreu","Sant Andreu",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425732.601","4580233.861","425640.712","4580032.947","2.110875","41.368376","METRO (L1) - FLORIDA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430428.155","4588364.362","430336.225","4588163.371","2.166078","41.442024","METRO (L3) - CANYELLES-",8,49,"Nou Barris","Canyelles",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430956.707","4590679.375","430864.773","4590478.362","2.17214","41.46292","METRO (L11) - CAN CUIÀS (C. Tapissers - Montcada)-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431725.34","4582934.136","431633.397","4582733.195","2.182218","41.393228","METRO (L1) - ARC DE TRIOMF (C. de Nàpols)-",2,5,"Eixample","el Fort Pienc",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425035.602","4579233.199","424943.719","4579032.294","2.102666","41.359299","METRO (L1) - AVINGUDA CARRILET-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432169.925","4584641.44","432077.978","4584440.483","2.187344","41.408643","METRO (L1) - CLOT (Aragó-Meridiana)-",10,65,"Sant Martí","el Clot",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430112.618","4584373.352","430020.69","4584172.398","2.162763","41.406051","METRO (L4) - JOANIC (C. de l'Escorial)-",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","423715.615","4574537.289","423623.743","4574336.428","2.087477","41.316881","METRO (L9 sud) - PARC NOU-",,,,,,
"K003","Transports i serveis relacionats","RENFE","430660.853","4582367.011","430568.919","4582166.075","2.169552","41.388029","RENFE - CATALUNYA-",2,7,"Eixample","la Dreta de l'Eixample",,
"K011","Transports i serveis relacionats","Tramvia","422200.305","4578983.961","422108.448","4578783.059","2.068805","41.356785","TRAMVIA (T1,T2) - CORNELLÀ CENTRE-",,,,,,
"K011","Transports i serveis relacionats","Tramvia","425838.683","4581151.128","425746.793","4580950.205","2.112031","41.376647","TRAMVIA (T1,T2,T3) - SANT RAMON-",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430499.451","4582153.888","430407.519","4581952.954","2.167646","41.386095","FGC (L6,L7) - CATALUNYA (C. de Bergara)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431340.406","4586408.655","431248.467","4586207.682","2.17722","41.424489","METRO (L4,L5) - MARAGALL (Pg. de Maragall)-",9,62,"Sant Andreu","el Congrés i els Indians",,
"K011","Transports i serveis relacionats","Tramvia","432120.222","4583868.972","432028.275","4583668.022","2.186836","41.401681","TRAMVIA (T4, T5, T6) - GLÒRIES-",2,5,"Eixample","el Fort Pienc",,
"K011","Transports i serveis relacionats","Tramvia","422837.374","4580555.809","422745.512","4580354.892","2.07622","41.371003","TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-",,,,,,
"K004","Transports i serveis relacionats","Tren a l'aeroport","428208.764","4581396.627","428116.853","4581195.701","2.140341","41.379074","Tren AEROPORT - SANTS ESTACIÓ-",3,18,"Sants-Montjuïc","Sants",,
"K004","Transports i serveis relacionats","Tren a l'aeroport","424033.841","4576123.885","423941.967","4575923.009","2.09108","41.331201","Tren AEROPORT - PRAT DE LLOBREGAT-",,,,,,
"K004","Transports i serveis relacionats","Tren a l'aeroport","422565.576","4573165.776","422473.714","4572964.928","2.073913","41.304419","Tren AEROPORT- AEROPORT-",,,,,,
"K003","Transports i serveis relacionats","RENFE","431641.551","4590527.36","431549.611","4590326.349","2.180357","41.46161","RENFE - TORRE BARÓ-",8,54,"Nou Barris","Torre Baró",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","430594.303","4582119.587","430502.37","4581918.654","2.168784","41.385795","FGC - CATALUNYA-",2,7,"Eixample","la Dreta de l'Eixample",,
"K003","Transports i serveis relacionats","RENFE","431586.499","4582785.247","431494.557","4582584.307","2.180575","41.391875","RENFE - ARC DE TRIOMF-",2,5,"Eixample","el Fort Pienc",,
"K003","Transports i serveis relacionats","RENFE","422565.576","4573165.776","422473.714","4572964.928","2.073913","41.304419","RENFE - AEROPORT-",,,,,,
"K003","Transports i serveis relacionats","RENFE","431986.075","4581932.911","431894.129","4581731.979","2.185449","41.384232","RENFE - ESTACIÓ DE FRANÇA-",1,4,"Ciutat Vella","Sant Pere, Santa Caterina i la Ribera",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","427464.027","4583462.95","427372.123","4583262.005","2.131188","41.397617","FGC - LES TRES TORRES-",5,24,"Sarrià-Sant Gervasi","les Tres Torres",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","424659.96","4585939.975","424568.083","4585739.008","2.09734","41.419668","FGC - BAIXADOR DE VALLVIDRERA-",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K003","Transports i serveis relacionats","RENFE","428208.764","4581396.627","428116.853","4581195.701","2.140341","41.379074","RENFE - SANTS ESTACIÓ-",3,18,"Sants-Montjuïc","Sants",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","424186.27","4586811.61","424094.397","4586610.635","2.091563","41.427474","FGC - LES PLANES-",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","429671.428","4582968.673","429579.504","4582767.732","2.157649","41.393362","FGC - PROVENÇA (C. del Rossellò)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","430499.451","4582153.888","430407.519","4581952.954","2.167646","41.386095","FGC - CATALUNYA (C. de Bergara)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428479.622","4584065.28","428387.709","4583864.329","2.143265","41.403133","FGC - PADUA-",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","425097.115","4579065.424","425005.232","4578864.521","2.103422","41.357794","FGC - L'HOSPITALET-AV. CARRILET-",,,,,,
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","425791.861","4579444.362","425699.971","4579243.455","2.11168","41.361271","FGC - SANT JOSEP-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436100.585","4588230.472","436008.603","4588029.48","2.233988","41.44129","METRO (L2) - GORG-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","422162.837","4578435.921","422070.981","4578235.024","2.068427","41.351845","FGC (L8) - CORNELLÀ:RIERA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425791.861","4579444.362","425699.971","4579243.455","2.11168","41.361271","FGC (L8) - SANT JOSEP-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425787.169","4578294.733","425695.279","4578093.837","2.111765","41.350916","METRO (L1) - BELLVITGE-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428114.553","4580193.355","428022.642","4579992.44","2.139358","41.368228","FGC (L8) - MAGÒRIA-LA CAMPANA-",3,16,"Sants-Montjuïc","la Bordeta",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434701.89","4588263.56","434609.921","4588062.569","2.217243","41.441476","METRO (L10) - LLEFIÀ-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425519.609","4580867.131","425427.722","4580666.211","2.108251","41.37406","METRO (L5) - PUBILLA CASES-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430917.56","4582446.99","430825.624","4582246.054","2.172613","41.388771","METRO (L4) - URQUINAONA (Pl. d'Urquinaona)-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430463.436","4585035.693","430371.505","4584834.733","2.166884","41.412047","METRO (L4) - ALFONS X (C. de Lepant)-",7,33,"Horta-Guinardó","el Baix Guinardó",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428903.412","4586281.705","428811.496","4586080.734","2.148073","41.423133","METRO (L5) - EL COLL / LA TEIXONERA (Pl. de Sant Crispí)-",7,38,"Horta-Guinardó","la Teixonera",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434059.602","4584569.814","433967.638","4584368.857","2.209959","41.408155","METRO (L4) - SELVA DE MAR-",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431641.192","4585352.227","431549.25","4585151.263","2.180938","41.414999","METRO (L5) - CAMP DE L'ARPA-",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","424762.78","4580570.537","424670.9","4580369.62","2.099238","41.371318","METRO (L5) - CAN VIDALET-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431069.609","4584203.697","430977.672","4584002.744","2.174231","41.404606","METRO (L5) - SAGRADA FAMÍLIA (C. de la Marina)-",2,6,"Eixample","la Sagrada Família",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430984.073","4581580.086","430892.136","4581379.158","2.173507","41.380969","METRO (L3) - LICEU (Pla de la Boqueria)-",1,2,"Ciutat Vella","el Barri Gòtic",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430249.555","4582911.321","430157.625","4582710.38","2.16457","41.392896","METRO (L3) - PASSEIG DE GRÀCIA-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429050.665","4582404.533","428958.746","4582203.597","2.15029","41.388226","METRO (L5) - HOSPITAL CLÍNIC (C. del Comte d'Urgell)-",2,9,"Eixample","la Nova Esquerra de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425813.465","4582038.709","425721.576","4581837.778","2.111621","41.384639","METRO (L3) - ZONA UNIVERSITÀRIA (Av. Diagonal)-",4,21,"Les Corts","Pedralbes",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425710.884","4581984.198","425618.996","4581783.267","2.1104","41.384138","METRO (L3) - ZONA UNIVERSITÀRIA-",4,21,"Les Corts","Pedralbes",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436469.952","4588655.713","436377.967","4588454.717","2.238365","41.44515","METRO (L2) - PEP VENTURA-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436122.71","4588210.583","436030.728","4588009.592","2.234255","41.441113","METRO (L2) - GORG-",,,,,,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430823.546","4583168.329","430731.611","4582967.386","2.171406","41.39526","METRO (L4) - GIRONA-",2,7,"Eixample","la Dreta de l'Eixample",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432014.187","4581711.125","431922.241","4581510.195","2.185811","41.382237","METRO (L4) - BARCELONETA (Pl. de Pau Vila)-",1,3,"Ciutat Vella","la Barceloneta",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427031.145","4582428.458","426939.245","4582227.523","2.126135","41.388261","METRO (L3) - MARIA CRISTINA (Av. Diagonal)-",4,21,"Les Corts","Pedralbes",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434541.143","4585377.429","434449.174","4585176.464","2.215632","41.415468","METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-",10,70,"Sant Martí","el Besòs i el Maresme",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431180.049","4588899.519","431088.112","4588698.523","2.175017","41.446909","METRO (L3) - ROQUETES (Vidal i Guasch)-",8,50,"Nou Barris","les Roquetes",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434311.5","4589713.5","434219.535","4589512.495","2.212413","41.454503","METRO (L9 nord) - ESGLÉSIA MAJOR-",,,,,,
"K011","Transports i serveis relacionats","Tramvia","427952.845","4584910.301","427860.937","4584709.343","2.136863","41.410697","TRAMVIA BLAU - AV. TIBIDABO (Pl. John Kennedy-Mas Yebra)-",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430254.45","4582125.062","430162.52","4581924.129","2.164719","41.385814","METRO (L1) - UNIVERSITAT (C. de Pelai)-",1,1,"Ciutat Vella","el Raval",,
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432105.427","4584803.911","432013.481","4584602.952","2.186554","41.4101","METRO (L2) - CLOT-",10,64,"Sant Martí","el Camp de l'Arpa del Clot",,
